20150220,217.1100,217.6000,209.8100,210.7800,5982100,260.17990000000003
20150223,207.3400,218.2000,206.3300,215.6600,8499800,260.17990000000003
20150224,204.1100,207.2900,201.7000,207.2900,6603600,260.17990000000003
20150225,203.7600,207.1400,202.5800,204.9400,3909500,260.17990000000003
20150226,207.1900,211.0900,202.2200,204.0000,6472900,260.17990000000003
20150227,203.3400,208.5500,202.8000,206.9000,3882100,260.17990000000003
20150302,197.3300,203.3400,195.8300,202.7000,7922100,260.17990000000003
20150303,199.5600,200.2400,195.3200,196.8100,4432300,260.17990000000003
20150304,202.4400,202.5200,197.2100,199.2500,4222000,260.17990000000003
20150305,200.6300,206.1900,200.1500,202.8500,4877000,260.17990000000003
20150306,193.8800,200.7500,192.1500,199.2100,6712400,260.17990000000003
20150309,190.8800,194.4900,188.2500,194.3900,6736700,260.17990000000003
20150310,190.3200,193.5000,187.6000,188.4600,5579700,260.17990000000003
20150311,193.7400,196.1800,191.0100,191.1500,4974900,260.17990000000003
20150312,191.0700,194.4500,189.7500,193.7500,4149300,260.17990000000003
20150313,188.6800,191.7500,187.3200,188.9500,5434300,260.17990000000003
20150316,195.7000,195.9100,189.8000,192.0000,5628800,260.17990000000003
20150317,194.7300,198.7100,193.9400,195.4300,4894100,260.17990000000003
20150318,200.7100,200.8800,193.1100,194.9600,4820900,260.17990000000003
20150319,195.6500,204.5900,194.5300,202.0000,8475200,260.17990000000003
20150320,198.0800,198.9900,195.6200,197.4500,4269500,260.17990000000003
20150323,199.6300,200.5000,197.4700,198.5000,2631600,260.17990000000003
20150324,201.7200,203.7900,199.7500,201.5800,3649900,260.17990000000003
20150325,194.3000,198.5900,192.7000,198.2700,5730400,260.17990000000003
20150326,190.4100,194.7900,189.7000,193.9200,4128000,260.17990000000003
20150327,185.0000,189.2900,181.4000,189.0700,8604900,260.17990000000003
20150330,190.5700,192.2500,181.8000,185.8500,10089500,260.17990000000003
20150331,188.7700,193.7600,188.4100,193.5300,5026600,260.17990000000003
20150401,187.5900,192.3000,186.0500,188.7000,3794600,260.17990000000003
20150402,191.0000,193.2300,190.0000,190.2300,5010400,260.17990000000003
20150406,203.1000,207.7500,197.5000,198.0000,12455800,260.17990000000003
20150407,203.2500,205.0600,201.1400,202.5100,4347900,260.17990000000003
20150408,207.6700,210.9000,205.8700,208.2000,6303100,260.17990000000003
20150409,210.0900,210.3700,206.1200,208.4300,3800200,260.17990000000003
20150410,210.9000,211.6500,209.0000,209.8500,4067700,260.17990000000003
20150413,209.7800,213.0000,209.0500,210.4400,3758200,260.17990000000003
20150414,207.4600,209.4900,205.5000,208.5700,3026000,260.17990000000003
20150415,207.8300,209.5900,206.6000,207.4600,1952400,260.17990000000003
20150416,206.7000,209.1700,206.2900,207.7000,1659100,260.17990000000003
20150417,206.7900,206.8800,203.5000,204.9900,2469900,260.17990000000003
20150420,205.2700,207.8500,203.8500,206.7800,2559300,260.17990000000003
20150421,209.4100,210.7500,204.3100,205.8000,3432500,260.17990000000003
20150422,219.4400,221.8800,211.6900,212.5000,7863000,260.17990000000003
20150423,218.6000,221.4800,217.1500,218.2700,4411200,260.17990000000003
20150424,218.4300,220.8000,218.0100,220.5000,2427800,260.17990000000003
20150427,231.5500,238.7500,222.0000,222.5600,11672600,260.17990000000003
20150428,230.4800,235.5000,228.0300,234.7500,6085400,260.17990000000003
20150429,232.4500,234.9700,227.6300,230.0500,3936100,260.17990000000003
20150430,226.0500,232.8900,225.1700,230.3900,3911900,260.17990000000003
20150501,226.0300,231.7700,220.4100,229.9400,5262200,260.17990000000003
20150504,230.5100,234.7300,227.1100,228.1800,4425700,260.17990000000003
20150505,232.9500,239.5000,229.1300,237.7600,5777000,260.17990000000003
20150506,230.4300,234.4700,228.2000,234.1000,4389100,260.17990000000003
20150507,236.8000,237.4800,220.2500,221.0000,9436000,260.17990000000003
20150508,236.6100,238.4100,233.7000,235.9900,4657900,260.17990000000003
20150511,239.4900,242.8800,235.3100,236.2900,5659200,260.17990000000003
20150512,244.7400,246.3500,238.1900,240.1100,6310000,260.17990000000003
20150513,243.1800,248.3000,242.2500,247.6100,5396400,260.17990000000003
20150514,244.1000,244.8900,241.2500,244.8200,2844500,260.17990000000003
20150515,248.8400,249.4000,242.5000,243.9300,4515100,260.17990000000003
20150518,248.7500,249.9000,246.0000,247.0000,3348000,260.17990000000003
20150519,247.1400,251.0000,246.1500,248.4300,3663500,260.17990000000003
20150520,244.3500,247.7400,241.3700,247.1300,3745100,260.17990000000003
20150521,245.6200,246.6200,242.3600,243.0300,1966000,260.17990000000003
20150522,247.7300,248.6000,245.0100,245.3800,2216200,260.17990000000003
20150526,247.4600,252.0000,246.5000,247.6800,3490400,260.17990000000003
20150527,247.4300,249.5000,245.5500,248.5100,3403600,260.17990000000003
20150528,251.4500,251.8000,245.0500,247.0300,3642500,260.17990000000003
20150529,250.8000,252.8700,249.4300,251.0000,3781700,260.17990000000003
20150601,249.4500,251.6000,247.4700,251.4100,2501900,260.17990000000003
20150602,248.3500,249.4000,246.3000,248.9200,2125800,260.17990000000003
20150603,248.9900,250.7200,247.0100,248.2000,1775500,260.17990000000003
20150604,245.9200,249.3000,245.7100,247.5000,2419100,260.17990000000003
20150605,249.1400,249.7000,245.6800,246.0000,3018600,260.17990000000003
20150608,256.2900,258.7500,250.3100,250.8500,5001200,260.17990000000003
20150609,256.0000,257.7400,254.1400,255.4000,2581200,260.17990000000003
20150610,250.7000,254.0000,248.5000,251.9000,3450800,260.17990000000003
20150611,251.4100,254.3700,250.4300,253.2600,2040400,260.17990000000003
20150612,250.6900,253.4600,250.2100,250.2100,1415300,260.17990000000003
20150615,250.3800,251.2800,246.0100,249.7000,2180200,260.17990000000003
20150616,253.1200,253.4400,249.1000,250.1300,1979600,260.17990000000003
20150617,260.4100,264.3600,252.0200,252.1700,5485500,260.17990000000003
20150618,261.8900,263.4600,260.0200,262.0000,2778800,260.17990000000003
20150619,262.5100,263.8000,260.1000,262.4000,2450700,260.17990000000003
20150622,259.7900,264.4000,255.6900,262.1500,4555600,260.17990000000003
20150623,267.6700,268.0000,258.5700,260.3200,3861600,260.17990000000003
20150624,265.1700,267.3500,263.7200,266.9800,2410800,260.17990000000003
20150625,268.7900,271.4100,265.2500,266.4500,2842100,260.17990000000003
20150626,267.0900,269.1100,266.0000,268.8900,3794200,260.17990000000003
20150629,262.0200,265.9500,260.7000,261.9500,3469400,260.17990000000003
20150630,268.2600,270.9200,264.0000,264.8000,3077500,260.17990000000003
20150701,269.1500,272.6200,267.8500,271.1100,2099700,260.17990000000003
20150702,280.0200,282.4500,273.3100,280.2000,7133100,260.17990000000003
20150706,279.7200,281.6900,276.3000,278.8800,4103500,260.17990000000003
20150707,267.8800,275.2000,260.7700,275.0000,6087400,260.17990000000003
20150708,254.9600,260.8000,254.3100,259.3200,6210800,260.17990000000003
20150709,257.9200,262.9500,256.7900,259.0800,3325100,260.17990000000003
20150710,259.1500,263.0000,257.8200,262.2200,2603500,260.17990000000003
20150713,262.1600,262.5500,256.0500,262.2500,2950000,260.17990000000003
20150714,265.6500,265.9900,260.5100,262.1000,1902100,260.17990000000003
20150715,263.1400,267.4900,262.0800,266.7400,2000600,260.17990000000003
20150716,266.6800,267.2000,263.1600,264.2200,1581100,260.17990000000003
20150717,274.6600,275.5400,268.2500,272.5000,4985200,260.17990000000003
20150720,282.2600,286.6500,272.5400,275.0000,4966000,260.17990000000003
20150721,266.7700,273.5000,266.5500,270.0500,6070300,260.17990000000003
20150722,267.8700,269.4400,260.8600,261.2700,3092200,260.17990000000003
20150723,267.2000,269.9000,265.2700,269.6500,2214800,260.17990000000003
20150724,265.4100,271.0900,263.9200,267.3800,2824500,260.17990000000003
20150727,253.0100,264.4300,250.7900,262.4300,4684300,260.17990000000003
20150728,264.8200,265.4000,251.8400,255.7500,3877400,260.17990000000003
20150729,263.8200,267.8900,262.0000,264.2700,2779900,260.17990000000003
20150730,266.7900,266.9400,262.1100,262.6900,2027600,260.17990000000003
20150731,266.1500,269.3600,265.1200,267.6000,2213300,260.17990000000003
20150803,259.9900,266.7100,257.0700,266.2900,2546400,260.17990000000003
20150804,266.2800,266.7200,258.3400,260.0100,2332300,260.17990000000003
20150805,270.1300,271.0000,260.4000,263.5800,5029700,260.17990000000003
20150806,246.1300,255.0000,236.1200,249.5400,14611800,260.17990000000003
20150807,242.5100,243.7300,238.3900,243.5800,5056000,260.17990000000003
20150810,241.1400,242.9700,236.0500,238.1500,4175700,260.17990000000003
20150811,237.3700,239.3000,234.4400,237.1500,4253300,260.17990000000003
20150812,238.1700,239.7700,232.7400,235.0000,3728000,260.17990000000003
20150813,242.5100,246.4800,239.1200,239.8600,4681700,260.17990000000003
20150814,243.1500,247.9300,241.7700,247.2400,4351700,260.17990000000003
20150817,254.9900,256.5900,250.5100,255.5600,7161700,260.17990000000003
20150818,260.7200,260.9500,253.5600,255.3800,4181900,260.17990000000003
20150819,255.2500,260.6500,255.0200,260.3300,3596200,260.17990000000003
20150820,242.1800,254.5600,241.9000,252.0600,4887200,260.17990000000003
20150821,230.7700,243.8000,230.5100,236.0000,6564000,260.17990000000003
20150824,218.8700,231.4000,195.0000,202.7900,9565500,260.17990000000003
20150825,220.0300,230.9000,219.1200,230.5200,4305000,260.17990000000003
20150826,224.8400,228.0000,215.5100,227.9300,4948100,260.17990000000003
20150827,242.9900,244.7500,230.8100,231.0000,7642800,260.17990000000003
20150828,248.4800,251.4500,241.5700,241.8600,5495200,260.17990000000003
20150831,249.0600,254.9500,245.5100,245.6200,4680800,260.17990000000003
20150901,238.6300,246.0000,236.9700,240.3400,5437000,260.17990000000003
20150902,247.6900,247.8800,239.7800,245.3000,4584900,260.17990000000003
20150903,245.5700,252.0800,245.0000,252.0600,4131500,260.17990000000003
20150904,241.9300,244.0900,238.2000,240.8900,3687800,260.17990000000003
20150908,248.1700,249.1600,244.0500,245.0500,3120300,260.17990000000003
20150909,248.9100,254.2500,248.3000,252.0500,3384700,260.17990000000003
20150910,248.4800,250.7200,245.3300,247.2300,2705400,260.17990000000003
20150911,250.2400,250.2400,244.7300,247.6400,2342700,260.17990000000003
20150914,253.1900,254.2500,249.6700,251.1000,2883100,260.17990000000003
20150915,253.5700,254.6000,249.5000,252.7500,2929300,260.17990000000003
20150916,262.2500,262.8800,252.8800,253.0400,4404500,260.17990000000003
20150917,262.0700,265.5000,260.6900,263.9600,3574900,260.17990000000003
20150918,260.6200,263.8200,257.5000,257.9600,3739800,260.17990000000003
