20140922,250.0300,256.0200,244.7100,255.0000,8214100,260.17990000000003
20140923,250.4100,253.8000,245.0000,245.2200,5658700,260.17990000000003
20140924,252.1400,252.8400,247.0400,251.1200,3749500,260.17990000000003
20140925,246.9500,254.9600,246.1000,252.5200,4834200,260.17990000000003
20140926,246.6000,249.7300,246.0700,248.2500,3795400,260.17990000000003
20140929,245.2600,248.6400,241.3800,244.0000,4852700,260.17990000000003
20140930,242.6800,247.6500,240.1200,246.9200,4238300,260.17990000000003
20141001,240.2400,242.6600,235.6500,242.2000,5941700,260.17990000000003
20141002,251.4200,252.7900,245.3600,250.2000,8998200,260.17990000000003
20141003,255.2100,256.5000,251.0300,253.0600,5406300,260.17990000000003
20141006,260.6200,262.4900,257.8000,259.1300,7713300,260.17990000000003
20141007,259.5700,261.4600,255.7300,258.5300,4485500,260.17990000000003
20141008,259.2800,262.8800,252.6400,260.1000,5055100,260.17990000000003
20141009,257.0100,265.5400,254.4000,262.2500,7361300,260.17990000000003
20141010,236.9100,245.8900,235.2000,244.6400,12888300,260.17990000000003
20141013,224.5900,238.9600,221.0000,238.5700,11268700,260.17990000000003
20141014,227.0600,232.4700,223.0000,228.2500,7105300,260.17990000000003
20141015,229.7000,230.9900,217.3200,220.0000,9147300,260.17990000000003
20141016,226.3500,229.9200,219.1000,219.7200,5399300,260.17990000000003
20141017,227.4800,234.7700,226.5500,233.3800,10549400,260.17990000000003
20141020,230.4700,232.4000,225.5100,226.7200,3494400,260.17990000000003
20141021,235.3400,235.3900,230.8000,234.2700,4130300,260.17990000000003
20141022,231.1000,237.3900,230.5600,233.1900,4116600,260.17990000000003
20141023,235.2900,236.2800,232.0000,234.6600,3492400,260.17990000000003
20141024,235.2400,237.8000,231.2000,236.2700,3463300,260.17990000000003
20141027,221.6700,234.6100,220.3100,234.2500,9553300,260.17990000000003
20141028,242.7700,244.6000,228.2500,229.6000,10484800,260.17990000000003
20141029,238.1000,241.5000,235.6400,241.1300,4962500,260.17990000000003
20141030,238.6600,240.5000,235.0600,238.1400,3226700,260.17990000000003
20141031,241.7000,243.1200,238.7500,242.5100,3775300,260.17990000000003
20141103,242.5900,247.5600,241.3200,243.0000,4203800,260.17990000000003
20141104,238.9300,242.3500,236.5300,240.4900,3682600,260.17990000000003
20141105,230.9700,241.3600,230.5300,241.0000,9045900,260.17990000000003
20141106,241.2200,246.6900,228.5000,234.4900,15354700,260.17990000000003
20141107,240.2000,242.8400,237.2000,242.1900,5161000,260.17990000000003
20141110,241.9300,242.8800,236.8000,239.1100,4577200,260.17990000000003
20141111,251.0800,251.8200,242.0000,242.5500,7948800,260.17990000000003
20141112,249.1000,252.3400,245.5800,249.7200,5867400,260.17990000000003
20141113,251.7000,255.7500,250.2500,250.6200,6233800,260.17990000000003
20141114,258.6800,258.8500,248.5000,250.0000,6098000,260.17990000000003
20141117,253.9800,259.0000,252.0200,257.4900,4024200,260.17990000000003
20141118,257.7000,259.9900,255.5100,255.8600,4473000,260.17990000000003
20141119,247.7400,251.8800,245.6000,250.6100,7914500,260.17990000000003
20141120,248.7100,250.9300,246.0000,247.9500,3584000,260.17990000000003
20141121,242.7800,252.7800,242.1700,252.2100,7481800,260.17990000000003
20141124,246.7200,247.6000,240.6400,245.2000,4786500,260.17990000000003
20141125,248.0900,249.7200,246.0900,247.3500,3155900,260.17990000000003
20141126,248.4400,249.0000,246.6000,248.3400,1981200,260.17990000000003
20141128,244.5200,246.6900,242.5200,245.3500,2119700,260.17990000000003
20141201,231.6400,242.4700,229.0100,241.1600,8619400,260.17990000000003
20141202,231.4300,234.8800,228.0000,234.5700,5867700,260.17990000000003
20141203,229.3000,229.7200,225.5000,226.2500,5307700,260.17990000000003
20141204,228.2800,230.9000,227.8100,228.6000,3855600,260.17990000000003
20141205,223.7100,229.3900,222.2600,228.6700,6063600,260.17990000000003
20141208,214.3600,224.8600,212.3400,221.5400,9225600,260.17990000000003
20141209,216.8900,217.7300,204.2700,209.3400,9431500,260.17990000000003
20141210,209.8400,216.7700,207.7000,214.1300,7314100,260.17990000000003
20141211,208.8800,215.4300,208.2300,210.5300,6694400,260.17990000000003
20141212,207.0000,211.6800,204.5000,204.8200,7173800,260.17990000000003
20141215,204.0400,209.8000,202.6700,209.2900,5218300,260.17990000000003
20141216,197.8100,203.6800,195.3700,200.8900,8426100,260.17990000000003
20141217,205.8200,206.6500,192.6500,193.0600,7367800,260.17990000000003
20141218,218.2600,218.4400,211.8000,212.3800,7483300,260.17990000000003
20141219,219.2900,220.4000,214.5000,220.1900,6910500,260.17990000000003
20141222,222.6000,224.0600,218.2600,220.0000,4799400,260.17990000000003
20141223,220.9700,224.3200,219.5200,223.8100,4505700,260.17990000000003
20141224,222.2600,222.5000,219.2500,219.7700,1332200,260.17990000000003
20141226,227.8200,228.5000,221.5000,221.5100,3327000,260.17990000000003
20141229,225.7100,227.9100,224.0200,226.9000,2802500,260.17990000000003
20141230,222.2300,225.6500,221.4000,223.9900,2903200,260.17990000000003
20141231,222.4100,225.6800,222.2500,223.0900,2402100,260.17990000000003
20150102,219.3100,223.2500,213.2600,222.8700,4764400,260.17990000000003
20150105,210.0900,216.5000,207.1600,214.5500,5368500,260.17990000000003
20150106,211.2800,214.2000,204.2100,210.0600,6261900,260.17990000000003
20150107,210.9500,214.7800,209.7800,213.3500,2968400,260.17990000000003
20150108,210.6200,213.8000,210.0100,212.8100,3442500,260.17990000000003
20150109,206.6600,209.9800,204.9600,208.9200,4668300,260.17990000000003
20150112,202.2100,204.4700,199.2500,203.0500,5944200,260.17990000000003
20150113,204.2500,207.6100,200.9100,203.3200,4477300,260.17990000000003
20150114,192.6900,195.2000,185.0000,185.8300,11551900,260.17990000000003
20150115,191.8700,195.7500,190.0000,194.4900,5216500,260.17990000000003
20150116,193.0700,194.4900,189.6500,190.7000,3603200,260.17990000000003
20150120,191.9300,194.1200,187.0400,193.8700,4503200,260.17990000000003
20150121,196.5700,198.6800,189.5100,189.5500,4153000,260.17990000000003
20150122,201.6200,203.2400,195.2000,197.0000,4116900,260.17990000000003
20150123,201.2900,203.5000,198.3300,200.2900,3438600,260.17990000000003
20150126,206.5500,208.6200,201.0500,201.8300,3234500,260.17990000000003
20150127,205.9800,208.0300,203.3000,204.4200,2781000,260.17990000000003
20150128,199.3700,206.3700,198.4200,206.1100,3149600,260.17990000000003
20150129,205.2000,205.9800,196.5000,201.0700,3548100,260.17990000000003
20150130,203.6000,207.4700,203.0000,203.9600,3007000,260.17990000000003
20150202,210.9400,211.9500,203.3000,203.9700,4149200,260.17990000000003
20150203,218.3600,220.3700,211.2700,213.2200,4826200,260.17990000000003
20150204,218.5500,221.4800,216.8000,218.2900,3305400,260.17990000000003
20150205,220.9900,225.4800,219.6400,219.8800,3522900,260.17990000000003
20150206,217.3600,223.4000,216.5000,222.0000,3233200,260.17990000000003
20150209,217.4800,217.9300,211.9900,215.3800,3472400,260.17990000000003
20150210,216.2900,220.5000,215.0000,217.5500,5390500,260.17990000000003
20150211,212.8000,214.7400,207.2800,212.2100,9769100,260.17990000000003
20150212,202.8800,203.0900,193.2800,193.5700,15649600,260.17990000000003
20150213,203.7700,205.9900,200.9100,202.9000,6191000,260.17990000000003
20150217,204.3500,205.7000,201.5000,205.7000,3979600,260.17990000000003
20150218,204.4600,206.1700,202.6000,204.1700,2713600,260.17990000000003
20150219,211.7100,212.4400,203.7500,205.0000,5154100,260.17990000000003
